29-01-21,00:00:00,7.855582e+03
29-01-21,00:01:00,7.853075e+03
29-01-21,00:02:00,7.860932e+03
29-01-21,00:03:00,7.853595e+03
29-01-21,00:04:00,7.860227e+03
29-01-21,00:05:00,7.866443e+03
29-01-21,00:06:00,7.863048e+03
29-01-21,00:07:00,7.869555e+03
29-01-21,00:08:01,7.872296e+03
29-01-21,00:09:01,7.859674e+03
29-01-21,00:10:01,7.865054e+03
29-01-21,00:11:01,7.867597e+03
29-01-21,00:12:01,7.865608e+03
29-01-21,00:13:01,7.865896e+03
29-01-21,00:14:01,7.857939e+03
29-01-21,00:15:01,7.847056e+03
29-01-21,00:16:01,7.842052e+03
29-01-21,00:17:01,7.842445e+03
29-01-21,00:18:01,7.841244e+03
29-01-21,00:19:01,7.840122e+03
29-01-21,00:20:01,7.846314e+03
29-01-21,00:21:01,7.849740e+03
29-01-21,00:22:01,7.840395e+03
29-01-21,00:23:01,7.837179e+03
29-01-21,00:24:02,7.846710e+03
29-01-21,00:25:02,7.859404e+03
29-01-21,00:26:02,7.851806e+03
29-01-21,00:27:02,7.845666e+03
29-01-21,00:28:02,7.836540e+03
29-01-21,00:29:02,7.842769e+03
29-01-21,00:30:02,7.851665e+03
29-01-21,00:31:02,7.849336e+03
29-01-21,00:32:02,7.833850e+03
29-01-21,00:33:02,7.836411e+03
29-01-21,00:34:02,7.836903e+03
29-01-21,00:35:02,7.830884e+03
29-01-21,00:36:03,7.834080e+03
29-01-21,00:37:03,7.833838e+03
29-01-21,00:38:03,7.827832e+03
29-01-21,00:39:03,7.842010e+03
29-01-21,00:40:03,7.844501e+03
29-01-21,00:41:03,7.851133e+03
29-01-21,00:42:03,7.840538e+03
29-01-21,00:43:03,7.832031e+03
29-01-21,00:44:03,7.838042e+03
29-01-21,00:45:03,7.841360e+03
29-01-21,00:46:03,7.850493e+03
29-01-21,00:47:03,7.858982e+03
29-01-21,00:48:04,7.844820e+03
29-01-21,00:49:04,7.847452e+03
29-01-21,00:50:04,7.845277e+03
29-01-21,00:51:04,7.834195e+03
29-01-21,00:52:04,7.838098e+03
29-01-21,00:53:04,7.834914e+03
29-01-21,00:54:04,7.834347e+03
29-01-21,00:55:04,7.833493e+03
29-01-21,00:56:04,7.839005e+03
29-01-21,00:57:04,7.837855e+03
29-01-21,00:58:04,7.843900e+03
29-01-21,00:59:04,7.835667e+03
29-01-21,01:00:04,7.847848e+03
29-01-21,01:01:04,7.844853e+03
29-01-21,01:02:04,7.863777e+03
29-01-21,01:03:04,7.852846e+03
29-01-21,01:04:04,7.850435e+03
29-01-21,01:05:04,7.854396e+03
29-01-21,01:06:04,7.844230e+03
29-01-21,01:07:04,7.848872e+03
29-01-21,01:08:04,7.839500e+03
29-01-21,01:09:04,7.842290e+03
29-01-21,01:10:04,7.850716e+03
29-01-21,01:11:04,7.841203e+03
29-01-21,01:12:04,7.843948e+03
29-01-21,01:13:05,7.843255e+03
29-01-21,01:14:05,7.853366e+03
29-01-21,01:15:05,7.860052e+03
29-01-21,01:16:05,7.849541e+03
29-01-21,01:17:05,7.856182e+03
29-01-21,01:18:05,7.865043e+03
29-01-21,01:19:05,7.856258e+03
29-01-21,01:20:05,7.866679e+03
